Bem,Tellarite,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Emotional, Founders of the Federation, Resolve, Stubborn"
Benil,Vorta,KDF,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Peaceful, Tactful, Telekinesis"
Berip Dall,Andorian,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Founders of the Federation, Honorable, Teamwork"
Blaine Troy Townsell,Human,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Founders of the Federation, Unscrupulous"
Bohw'toh Qrell,Bolian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Honorable"
Brenn Mieze,Voth,All,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Free-Thinker, Honorable, Stubborn, Tactful"
C'Raow,Ferasan,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Resolve, Telepathic"
C'Rias,Ferasan,KDF,Science,Development Lab Scientist,Very Rare,None,,"Aggressive, Emotional, Resolve"
C'Ruto,Ferasan,KDF,Science,Development Lab Scientist,Very Rare,None,,"Emotional, Resolve, Telepathic"
Caso,Trill,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Teamwork"
Ceingoursho,Deltan,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Seductive, Telepathic"
Chada,Wadi,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Logical, Tactful"
Charfodal,Wadi,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Emotional, Tactful"
Chalchahor,Acamarian,KDF,Science,Development Lab Scientist,Very Rare,None,67,"Aggressive, Cunning, Emotional, Unscrupulous"
Chiy Jeerar,Bajoran,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Efficient, Resolve, Spiritual"
Chogower,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Honorable"
Chohtt Hari,Bolian,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Emotional"
Choll Ezren,Bolian,Fed,Science,Development Lab Scientist,Very Rare,None,68,Congenial
Chyo Shilyr,Bajoran,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Honorable, Resolve, Spiritual"
Ciallii,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Resilient"
Cijan,Trill,Fed,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Telepathic"
Cowbea,Rigelian,Fed,Science,Development Lab Scientist,Very Rare,None,,Spiritual
Curam,Lethean,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Emotional, Stubborn, Telepathic"
Dalar Brok,Cardassian,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Emotional, Resolve"
Dalar Jang,Cardassian,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Emotional, Resolve"
Dalet,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Stubborn"
Darim,Lethean,KDF,Science,Development Lab Scientist,Very Rare,None,,"Eidetic Memory, Stubborn, Telepathic"
Daro Jang,Cardassian,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Emotional, Resolve, Unscrupulous"
Datel Jang,Cardassian,KDF,Science,Development Lab Scientist,Very Rare,None,,"Eidetic Memory, Resolve, Unscrupulous"
Dautant,Krenim,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,0,"Aggressive, Cunning, Logical, Perfectionist, Unscrupulous"
Dejar Ghib,Cardassian,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Eidetic Memory, Emotional, Resolve"
Delak Jomket,Cardassian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Eidetic Memory, Resolve, Teamwork"
Delak Kurlok,Cardassian,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Eidetic Memory, Resolve, Unscrupulous"
Dempa,Tellarite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Emotional, Founders of the Federation, Stubborn"
Dengut,Orion,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Cunning"
Deseurouze,Krenim,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,0,"Aggressive, Efficient, Logical, Perfectionist, Unscrupulous"
Dethluz,Orion,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Cunning, Logical"
Dezel Eshoni,Andorian,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Founders of the Federation, Honorable, Tactful"
Dgoosyoa,Deltan,Fed,Science,Development Lab Scientist,Very Rare,None,,"Seductive, Teamwork, Telepathic"
Dlogg,Ferengi,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Stubborn"
Dodid,Tellarite,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Founders of the Federation, Stubborn"
Dorpod,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Resilient"
Droka Bel,Cardassian,KDF,Science,Development Lab Scientist,Very Rare,None,,"Eidetic Memory, Emotional, Resolve"
Druxem,Nausicaan,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Peaceful, Unruly"
Dtilsa,Tellarite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Founders of the Federation, Stubborn, Tactful"
Duran,Klingon,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Resilient, Unscrupulous"
Dusrrur,Orion,KDF,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Tactful, Unscrupulous"
Dyymm Unymen,Bajoran,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Efficient, Resolve, Spiritual"
Eadgiyayer,Rigelian,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Spiritual, Telepathic"
Eiziry,Deltan,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Seductive, Telepathic, Unscrupulous"
Ervob,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Resilient, Stubborn"
Ervob,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Honorable"
Ezyne Ruzed,Betazoid,Fed,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Telepathic"
F'et,Caitian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Emotional, Unruly"
F'il,Ferasan,KDF,Science,Development Lab Scientist,Very Rare,None,,"Aggressive, Resolve, Stubborn"
Fadunuru,Wadi,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Emotional, Tactful"
Faiyak,Suliban,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Honorable, Resilient, Stubborn, Tactful"
Fajak,Suliban,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Cunning, Honorable, Resilient, Stubborn"
Fantad,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Resilient"
Fantad,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Resilient, Teamwork"
Fenu,Ferengi,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Unscrupulous"
Fifofilow,Wadi,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Emotional, Logical"
Fufanir,Lethean,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Stubborn, Telepathic"
Fuk Shas'votty,Bajoran,Fed,Science,Development Lab Scientist,Very Rare,None,,"Emotional, Resolve, Tactful"
Furel,Vulcan,Fed,Science,Development Lab Scientist,Very Rare,None,,"Founders of the Federation, Logical, Telepathic"
G'restest,Kobali,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Congenial, Resolve, Spiritual, Stubborn, Unscrupulous"
G'tat,Kobali,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Congenial, Resolve, Spiritual, Stubborn, Unscrupulous"
Gana,Tellarite,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Founders of the Federation, Honorable, Stubborn"
Garis,Ferengi,Fed,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Unscrupulous"
Genarest,Kobali,KDF,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Congenial, Resolve, Spiritual, Stubborn, Unscrupulous"
Genez,Kobali,KDF,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Congenial, Emotional, Resolve, Spiritual, Unscrupulous"
Gerast,Kobali,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Congenial, Resolve, Spiritual, Tactful, Unscrupulous"
Gex,Ferengi,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Unscrupulous"
Gihiko,Ferengi,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Cunning, Stubborn"
Glinda Lady Nippert,Human,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Emotional, Founders of the Federation, Teamwork"
Glisdo,Orion,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Seductive, Teamwork, Unscrupulous"
Gorath,Vorta,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Peaceful, Tactful, Telekinesis"
Gorrid Cityd,Bajoran,Fed,Science,Development Lab Scientist,Very Rare,None,,Spiritual
Gorwod Drohn,Bolian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Emotional, Unruly"
Gril,Trill,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Teamwork, Telepathic"
Gunnss,Orion,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Cunning, Unscrupulous"
Gvango,Dosi,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Cunning, Emotional, Unscrupulous"
H'ba,Klingon,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Honorable, Logical, Resilient"
H'Lokk,Ferasan,KDF,Science,Development Lab Scientist,Very Rare,None,,"Resolve, Telepathic, Unruly"
H'Lon,Ferasan,KDF,Science,Development Lab Scientist,Very Rare,None,,"Resolve, Telepathic, Unruly"
H'Rir,Ferasan,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Resolve, Stubborn"
H'Risull,Ferasan,KDF,Science,Development Lab Scientist,Very Rare,None,,"Aggressive, Resolve, Telepathic"
H'Rori,Caitian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Emotional, Honorable"
Haklimen,Karemma,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Cunning, Honorable, Tactful"
Halmuam,Saurian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cold Blooded, Resilient, Teamwork"
Hasmu,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Stubborn"
Hirthu,Rigelian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Spiritual, Tactful"
Holbilr,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Honorable"
Holbilr,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Resilient"
Hold Ezasri,Bolian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Unruly"
Hortla Entek,Cardassian,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Eidetic Memory, Resolve, Teamwork"
Howfoo,Rigelian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Spiritual, Unscrupulous"
Hran Pols,Aenar,Fed,Science,Development Lab Scientist,Very Rare,None,,"Peaceful, Teamwork, Telepathic"
Hsanto,Caitian,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Tactful, Teamwork"
Hsewi,Caitian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Aggressive, Unruly"
Ibenir Sad,Betazoid,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Teamwork, Telepathic"
Ibozer Julul,Betazoid,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Telepathic"
Iliann Ghepan,Cardassian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Emotional, Resolve"
Ilitdri Sieri,Bolian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Emotional"
Ilora Mang,Cardassian,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Emotional, Resolve, Unscrupulous"
Irlowwa,Deltan,Fed,Science,Development Lab Scientist,Very Rare,None,,"Logical, Seductive, Telepathic"
Ishpu,Ferengi,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Unscrupulous"
Itiani Ghel,Cardassian,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Eidetic Memory, Emotional, Resolve"
J'neniast,Kobali,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Resolve, Spiritual, Stubborn, Tactful, Unscupulous"
J'ten,Kobali,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Congenial, Resolve, Spiritual, Tactful, Unscrupulous"
J'tez,Kobali,KDF,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Emotional, Resolve, Spiritual, Tactful, Unscrupulous"
J'tiatat,Kobali,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Congenial, Emotional, Resolve, Spiritual, Unscrupulous"
J'tiazan,Kobali,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Congenial, Emotional, Resolve, Spiritual, Unscrupulous"
Jaro Garak,Cardassian,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Eidetic Memory, Resolve, Teamwork"
Jedge,Rigelian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Eidetic Memory, Spiritual"
Jerater,Kobali,KDF,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Congenial, Resolve, Spiritual, Tactful, Unscrupulous"
Jerest,Kobali,KDF,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Congenial, Resolve, Spiritual, Tactful, Unscrupulous"
Jetaziaz,Kobali,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Emotional, Resolve, Spiritual, Stubborn, Unscrupulous"
Jeziazan,Kobali,KDF,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Congenial, Resolve, Spiritual, Stubborn, Unscrupulous"
Jhanin Karn,Aenar,Fed,Science,Development Lab Scientist,Very Rare,None,,"Peaceful, Tactful, Telepathic"
Jhemas B'vaph,Aenar,Fed,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Peaceful, Telepathic"
Jhonen Hohl,Aenar,Fed,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Tactful, Telepathic"
Jhryr Athlym,Andorian,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Emotional, Founders of the Federation, Honorable"
Jmaiyan,Suliban,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Cunning, Resilient, Stubborn, Tactful"
Jnaij,Suliban,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Honorable, Resilient, Stubborn, Tactful"
Jonas,Liberated Borg Romulan,KDF,Science,Development Lab Scientist,Very Rare,None,,"Aggressive, Efficient, Resolve, Stubborn"
Joslor,Trill,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Emotional, Teamwork"
Jynyti,Dosi,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Cunning, Emotional, Unscrupulous"
K'riazast,Kobali,KDF,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Emotional, Resolve, Spiritual, Stubborn, Unscrupulous"
K'Tonok,Klingon,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Resilient, Unruly"
Kaiyak,Suliban,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Cunning, Resilient, Stubborn, Unscrupulous"
Kakk,Caitian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Aggressive, Emotional"
Kakkewa,Ferasan,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Emotional, Resolve, Telepathic"
Kanaem,Suliban,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Cunning, Honorable, Resilient, Stubborn"
Kanil,Reman,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Cunning, Efficient, Teamwork, Telepathic"
Kannison,Karemma,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Tactful, Teamwork"
Karak,Klingon,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Honorable, Logical, Resilient"
Kasey Quinn Lukavsky,Human,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Founders of the Federation, Tactful, Teamwork"
Kdad,Tellarite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Aggressive, Founders of the Federation, Stubborn"
Keevtal,Vorta,KDF,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Peaceful, Tactful, Telekinesis"
Ken,Caitian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Aggressive, Honorable"
Kent,Tellarite,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Founders of the Federation, Stubborn, Teamwork"
Kerasten,Kobali,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Emotional, Resolve, Spiritual, Tactful, Unscrupulous"
Kezar,Kobali,KDF,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Emotional, Resolve, Spiritual, Tactful, Unscrupulous"
Kizyb D'zyv,Aenar,Fed,Science,Development Lab Scientist,Very Rare,None,,"Honorable, Peaceful, Telepathic"
Kleb,Klingon,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Honorable, Resilient"
Kozdis,Tellarite,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Emotional, Founders of the Federation, Stubborn"
Kurkun,Klingon,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Resilient, Unscrupulous"
L'tez,Kobali,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Emotional, Resolve, Spiritual, Tactful, Unscrupulous"
L'tiaren,Kobali,KDF,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Resolve, Spiritual, Stubborn, Tactful, Unscrupulous"
Laranamsal,Karemma,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Tactful, Teamwork"
Larhe,Klingon,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Honorable, Resilient, Stubborn"
Larry Rudolph Novicki,Human,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Founders of the Federation, Peaceful, Teamwork"
Lasalu,Paradan,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Efficient, Emotional, Unscrupulous"
Letazian,Kobali,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,148,"Emotional, Resolve, Spiritual, Stubborn, Unscrupulous"
Lezore,Trill,Fed,Science,Development Lab Scientist,Very Rare,None,,"Teamwork, Telepathic"
Lhian Pearle,Liberated Borg Romulan,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Aggressive, Efficient, Resolve, Unscrupulous"
Lilla Insadyph,Andorian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Emotional, Founders of the Federation, Honorable"
Liviana Twelve of Thirteen,Liberated Borg Romulan,KDF,Science,Development Lab Scientist,Very Rare,None,,"Aggressive, Cunning, Efficient, Resolve"
Lolfa,Tellarite,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Founders of the Federation, Stubborn"
Lorlamsen,Karemma,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Cunning, Teamwork, Unscrupulous"
Loupatu,Paradan,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Efficient, Emotional, Unscrupulous"
Lucher,Vulcan,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Founders of the Federation, Logical, Resolve, Tactful, Telepathic"
Lunlo,Orion,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Seductive, Teamwork"
Lurodan,Paradan,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Logical, Tactful"
Luwem,Romulan,Rom,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Cunning, Tactful, Unscrupulous"
M'moiaa,Ferasan,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Resolve, Unruly"
M'Roo,Caitian,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Emotional"
M'Ruaa,Caitian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Aggressive, Unruly"
Malay,Krenim,KDF,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,67,"Cunning, Efficient, Logical, Resolve, Unscrupulous"
Mar-Bomchathr,Acamarian,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Cunning, Emotional, Teamwork, Unscrupulous"
Matnnok,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Logical"
Mejeeya,Suliban,KDF,Science,Development Lab Scientist,Very Rare,None,67,"Honorable, Resilient, Stubborn, Tactful"
Mena Silen,Voth,All,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Free-Thinker, Honorable, Stubborn, Tactful"
Menuggu,Saurian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cold Blooded, Efficient, Resilient"
Mersbod,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Honorable"
Minet,Suliban,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Honorable, Resilient, Stubborn, Unscrupulous"
Mipups,Krenim,Fed,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,0,"Cunning, Efficient, Logical, Perfectionist, Unscrupulous"
Modesto Curtis Sawhill,Human,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Founders of the Federation, Stubborn"
Monek,Orion,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Cunning, Teamwork, Unscrupulous"
Moret Ghulen,Cardassian,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Eidetic Memory, Resolve, Unscrupulous"
Moro,Klingon,Fed,Science,Development Lab Scientist,Very Rare,None,,"Aggressive, Honorable, Resilient"
Motur,Ferengi,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Unscrupulous"
Mural,Klingon,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Honorable, Resilient, Spiritual, Teamwork"
Myjyr,Suliban,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Cunning, Resilient, Stubborn, Tactful"
N'Toran,Klingon,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Resilient, Unruly"
Naen,Suliban,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Honorable, Resilient, Stubborn, Tactful"
Nah,Deltan,Fed,Science,Development Lab Scientist,Very Rare,None,,"Peaceful, Seductive, Telepathic"
Nakci,Saurian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cold Blooded, Resilient, Tactful"
Narah Oziti,Andorian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Founders of the Federation, Honorable, Spiritual"
Neali,Rigelian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Spiritual, Tactful"
Neder,Ferengi,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Unscrupulous"
Nentu,Caitian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Emotional, Unruly"
Nerad,Ferengi,Fed,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Cunning"
Ngimoce,Saurian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cold Blooded, Resilient, Teamwork"
Nicolas Wesley Emch,Human,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Founders of the Federation, Peaceful, Resolve, Teamwork"
Nidur,Wadi,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Congenial, Emotional, Logical"
Nilona Three of Nineteen,Liberated Borg Romulan,KDF,Science,Development Lab Scientist,Very Rare,None,67,"Aggressive, Efficient, Resolve, Unscrupulous"
Nissol Ajhiti,Andorian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Aggressive, Emotional, Founders of the Federation"
Nnilzo,Orion,KDF,Science,Development Lab Scientist,Very Rare,None,,"Logical, Seductive"
Nolpuk,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Stubborn"
Nunus,Ferasan,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Emotional, Resolve"
Nyehara Utmlat,Betazoid,Fed,Science,Development Lab Scientist,Very Rare,None,,"Seductive, Telepathic"
Nysha Oslelev,Aenar,Fed,Science,Development Lab Scientist,Very Rare,None,,"Peaceful, Teamwork, Telepathic"
Nysza Zohl,Aenar,Fed,Science,Development Lab Scientist,Very Rare,None,,"Eidetic Memory, Peaceful, Telepathic"
Oeilil,Reman,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Efficient, Resilient, Teamwork, Telepathic"
Oelaw,Deltan,Fed,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Seductive, Telepathic"
Oeraur,Suliban,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Cunning, Resilient, Stubborn, Tactful"
Ogle,Lethean,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Telepathic, Unruly"
Ombad Jilo,Bajoran,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Honorable, Resolve, Spiritual"
Omen,Karemma,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Honorable, Tactful"
One of Twenty-Three,Liberated Borg Romulan,Fed,Science,Development Lab Scientist,Very Rare,None,67,"Efficient, Resolve, Stubborn, Unscrupulous"
One of Two,Liberated Borg Romulan,KDF,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Efficient, Resolve, Stubborn"
Onnothir,Karemma,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Teamwork, Unscrupulous"
Orbakan,Klingon,Fed,Science,Development Lab Scientist,Very Rare,None,,"Aggressive, Honorable, Resilient"
Orinu,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Resilient, Stubborn"
Orinu,Benzite,Fed,Science,Development Lab Scientist,Very Rare,None,,"Resilient, Teamwork"
Ormar,Karemma,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Honorable, Tactful"
Ormar,Karemma,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cunning, Teamwork, Unscrupulous"
Orosgroh Qrohtt,Bolian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Unruly"
Orremremsar,Karemma,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Cunning, Tactful, Teamwork"
Orval Ezekiel Riquelme,Human,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Founders of the Federation, Honorable, Teamwork"
Otelia Lesli Latif,Human,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Founders of the Federation, Stubborn"
Ozep Zohl,Andorian,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Emotional, Founders of the Federation"
Ozydsu Hoolam,Bajoran,Fed,Science,Development Lab Scientist,Very Rare,None,,"Emotional, Resolve, Spiritual"
Ozym Ozlob,Aenar,Fed,Science,Development Lab Scientist,Very Rare,None,,"Congenial, Peaceful, Telepathic"
Paaren Eszodev,Aenar,Fed,Science,Development Lab Scientist,Very Rare,None,,"Peaceful, Tactful, Telepathic"
Panmen,Karemma,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Cunning, Honorable, Tactful"
Parux,Orion,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Cunning, Emotional, Unscrupulous"
Pasan,Karemma,Fed,Science,Development Lab Scientist,Very Rare,None,68,"Cunning, Tactful, Teamwork"
Paurala,Paradan,Fed,Science,Development Lab Scientist,Very Rare,None,,"Efficient, Logical, Unscrupulous"
Penthe,Nausicaan,KDF,Science,Development Lab Scientist,Very Rare,None,68,"Aggressive, Stubborn, Unruly, Unscrupulous"
Penu,Saurian,Fed,Science,Development Lab Scientist,Very Rare,None,,"Cold Blooded, Resilient, Stubborn"
Phiuerze,Krenim,KDF,Science,Development Lab Scientist,Very Rare,R&D: Cannon Weapons,0,"Efficient, Logical, Perfectionist, Stubborn, Unscrupulous"
